,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,two_frame_extended_comfort,score
0,ef7822ee7fa35042,True,1.0,0.0,0.5,1.0,0.20524821435285656,1.0,0.0,0.0,0.0,0.0
1,6280a12d79b4518a,True,0.5,0.0,0.0,1.0,0.3529802299189342,0.0,0.0,1.0,0.0,0.0
2,0ee1f95f55d95f7e,True,0.5,0.0,0.0,1.0,0.8847845802104238,0.0,0.0,1.0,,0.0
3,f02b15cc225b5d9a,True,0.0,0.0,0.0,1.0,0.4494397731554103,0.0,1.0,1.0,,0.0
4,4606b66d9fe75354,True,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,a6da1090aa335503,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
6,21146ac996365854,True,1.0,0.0,0.0,1.0,0.8449426879796734,1.0,0.0,1.0,1.0,0.0
7,33c925ac7b905e8f,True,0.0,0.0,1.0,1.0,0.15737110496224646,0.0,0.0,0.0,0.0,0.0
8,c9b12b21fa7c57fd,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0
9,eb430bd4f0095c28,True,1.0,0.0,1.0,1.0,0.9248448843881149,1.0,0.0,1.0,0.0,0.0
10,f962927ff5dc518c,True,0.0,1.0,1.0,1.0,0.09605768711220235,0.0,1.0,0.0,0.0,0.0
11,93c36f72811852d3,True,0.0,0.0,0.0,1.0,0.8129513343285171,0.0,1.0,1.0,0.0,0.0
12,61e0ce212ed75a50,True,1.0,0.0,0.0,1.0,0.2480238868616085,1.0,1.0,1.0,0.0,0.0
13,e57f09cee57d5ee1,True,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14,1983aff496265a16,True,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
15,7ffaa3cf8bf45474,True,0.0,1.0,1.0,1.0,0.09516851106701554,0.0,1.0,1.0,0.0,0.0
16,a3a47ea11a5e5939,True,0.5,0.0,1.0,1.0,0.4381256636280199,0.0,1.0,0.0,,0.0
17,3a8a3a691f4450b5,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
18,c48cfa7c240d5808,True,0.0,0.0,0.0,1.0,0.5524658852027214,0.0,0.0,1.0,0.0,0.0
19,1c5019f2bc6052d6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
20,865033089cfd5288,True,1.0,1.0,1.0,1.0,0.9010889867792106,1.0,1.0,1.0,0.0,0.8440903083685033
21,e805310ff3055efa,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
22,2a8b9c88615450a8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,076e4afb95d057cf,True,1.0,0.0,1.0,1.0,0.41543695074341974,1.0,0.0,1.0,1.0,0.0
24,3a36b098acee53b9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
25,87751a071a7e50a4,True,0.5,0.0,1.0,1.0,0.48481521596790567,0.0,1.0,1.0,0.0,0.0
26,2eb7c4dc6ec65123,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
27,61232ab3e2085282,True,1.0,0.0,0.0,1.0,0.5844618459277678,1.0,0.0,1.0,0.0,0.0
28,c4f21fef5b86535b,True,1.0,1.0,1.0,1.0,0.5961873976357059,1.0,1.0,1.0,0.0,0.7488085617611582
29,d9fdaff6c17659bc,True,0.0,1.0,1.0,1.0,0.6983687711026122,0.0,1.0,1.0,0.0,0.0
