,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,two_frame_extended_comfort,score
0,5f3fbfc334c0579c,True,1.0,1.0,1.0,1.0,0.8645948764895689,1.0,1.0,1.0,1.0,0.9576858989029903
1,454e63f98e365a3a,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,f587b097f5f65db6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,fbc9981c30745684,True,1.0,0.0,1.0,1.0,0.7282216471573556,1.0,1.0,1.0,1.0,0.0
4,218adf8c450058eb,True,0.0,1.0,1.0,1.0,0.19503421811840022,1.0,1.0,1.0,,0.0
5,9d87610ffed85509,True,1.0,0.0,1.0,1.0,0.922284869783755,1.0,1.0,1.0,1.0,0.0
6,2dbaea2c3ad8531f,True,1.0,0.0,1.0,1.0,0.6223070160315312,1.0,0.0,1.0,1.0,0.0
7,dd9b1479609c5c59,True,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,,0.0
8,c81b474102d75351,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
9,808e5edcddce51c3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,fae990c38c515aa9,True,1.0,1.0,1.0,1.0,0.8072981445154066,1.0,1.0,1.0,0.0,0.8147806701610646
11,f02b15cc225b5d9a,True,1.0,1.0,1.0,1.0,0.8407964083236948,1.0,1.0,1.0,,0.9431415744013195
12,fb643a2514195bfa,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13,c48cfa7c240d5808,True,1.0,1.0,1.0,1.0,0.7498556775884391,1.0,1.0,1.0,0.0,0.7968298992463871
14,583f7d0d8b27513c,True,1.0,0.0,0.5,1.0,0.8061386214280984,1.0,1.0,1.0,0.0,0.0
15,8b3423345f3657b0,True,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0
16,71217bf1294b5c4b,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
17,45878940b52550ea,True,1.0,1.0,1.0,1.0,0.4998080653824058,1.0,1.0,1.0,1.0,0.8436900204320018
18,e0388cc13b635cd7,True,1.0,1.0,1.0,1.0,0.8321958167452285,1.0,1.0,1.0,1.0,0.947561192732884
19,69610203b8c35c96,True,1.0,1.0,1.0,1.0,0.9919886064801849,1.0,1.0,1.0,1.0,0.9974964395250578
20,f962927ff5dc518c,True,1.0,0.0,1.0,1.0,0.8366379016961848,1.0,0.0,1.0,1.0,0.0
21,368cb65e8fef57b7,True,1.0,1.0,1.0,1.0,0.8232159393865418,1.0,1.0,1.0,,0.9368628354951934
22,8e0ecc2622425ef0,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.8571428571428571
